tissue	gene_id	outcome	n_snps	PP0	PP1	PP2	PP3	PP4	gene_name	is_mito
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000173540.14	ADHD	558	1.66900643103295e-19	0.00113841980200111	2.229388132696e-17	0.15121765369111	0.84764392650689	GMPPB	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000139636.16	ADHD	96	0.00283296967019075	0.0837367353613545	0.00219548319387536	0.0640467630338574	0.847188048740722	LMBR1L	FALSE
Brain_Cortex	ENSG00000164733.22	ASD	89	2.12902867577677e-05	0.105171768034254	9.93742899710886e-06	0.0482432960073551	0.846553708242636	CTSB	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000173540.14	ADHD	671	3.81832408159884e-35	0.00108251413497468	5.42251082584699e-33	0.152884884172003	0.846032601693027	GMPPB	FALSE
Brain_Amygdala	ENSG00000164733.22	ASD	60	0.00439708157345514	0.108485468456112	0.0016368615469102	0.0395389565666118	0.845941631856912	CTSB	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000253981.6	ASD	208	0.00115522138906103	0.0169409833188733	0.00877662429474567	0.127861358893101	0.845265812104219	ALG1L13P	FALSE
Brain_Cerebellum	ENSG00000109323.11	ASD	755	2.2590588562248e-09	0.0703556755556321	2.76418701093391e-09	0.0852428839756817	0.844401435445439	MANBA	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000173540.14	ADHD	586	5.57359250404193e-16	0.00111153539311317	7.8136017682483e-14	0.154981889925535	0.843906574681274	GMPPB	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000173540.14	ADHD	763	6.35036521405e-40	0.00109702259451761	9.05023088508594e-38	0.155498907464745	0.843404069940735	GMPPB	FALSE
Brain_Putamen_basal_ganglia	ENSG00000139531.13	ADHD	155	9.17279018051433e-09	0.0412324193998284	2.58876757823174e-08	0.115523912285212	0.843243633254494	SUOX	TRUE
Brain_Spinal_cord_cervical_c-1	ENSG00000164733.22	ASD	96	0.00217208985134642	0.103278635763157	0.00107719098993184	0.0503752336569686	0.843096849738596	CTSB	FALSE
Brain_Cerebellum	ENSG00000173540.14	ADHD	899	7.53226933518402e-51	0.00110090170980234	1.07581420378868e-48	0.156396390868555	0.842502707421648	GMPPB	FALSE
Brain_Hypothalamus	ENSG00000253893.2	ASD	786	8.03578629723669e-12	0.016190588710976	7.06553206410592e-11	0.141514805798676	0.842294605411657	FAM85B	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000139531.13	ADHD	65	0.000102628033409046	0.0430447646738942	0.000275145351629951	0.114560827194698	0.842016634746368	SUOX	TRUE
Brain_Cerebellum	ENSG00000164733.22	ASD	103	0.000183569275189614	0.115857986521542	6.84492115864936e-05	0.0423595325978957	0.841530462393786	CTSB	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000174891.14	ADHD	498	1.22880840449713e-06	0.0482159324953225	2.83258624919277e-06	0.110303423532383	0.841476582577641	RSRC1	FALSE
Brain_Hypothalamus	ENSG00000173540.14	ADHD	820	1.81904629222174e-22	0.00111453437865397	2.58619777261762e-20	0.157615738206131	0.841269727415219	GMPPB	FALSE
Brain_Hippocampus	ENSG00000253893.2	ASD	1124	1.26606494604453e-17	0.0143814012642674	1.27821772142538e-16	0.144353197270825	0.841265401464909	FAM85B	FALSE
Brain_Caudate_basal_ganglia	ENSG00000183726.11	F3	46	0.0256255044162339	0.0635363663962723	0.0203288194610685	0.0495627176911103	0.840946592035315	TMEM50A	FALSE
Brain_Putamen_basal_ganglia	ENSG00000168036.18	ADHD	111	4.78641302057136e-06	0.130335199158403	1.08726544984701e-06	0.0287656112491568	0.840893315913969	CTNNB1	FALSE
Brain_Caudate_basal_ganglia	ENSG00000253893.2	ASD	894	1.36676344520386e-14	0.0150147425694508	1.32133485230367e-13	0.144316144416072	0.840669113014329	FAM85B	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000254093.9	ASD	109	0.00939249755828188	0.0316706738173027	0.0276265095167951	0.0923151596527055	0.838995159454915	PINX1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000186792.17	ADHD	294	6.9029911808331e-40	0.00269165829628948	4.09664714202255e-38	0.158900667430046	0.838407674273662	HYAL3	FALSE
Brain_Hippocampus	ENSG00000186792.17	ADHD	259	5.25317171252509e-46	0.00269090038199645	3.11867173854331e-44	0.158913377717347	0.838395721900661	HYAL3	FALSE
Brain_Cortex	ENSG00000139531.13	ADHD	68	3.43711023715495e-06	0.0441544802353879	9.21411315490732e-06	0.117529846124218	0.838303022417001	SUOX	TRUE
Brain_Hypothalamus	ENSG00000186792.17	ADHD	170	5.51052450351899e-37	0.00269152602936544	3.28174096568628e-35	0.159453442559934	0.837855031410694	HYAL3	FALSE
Brain_Hippocampus	ENSG00000139531.13	ADHD	62	2.95888979050674e-10	0.0427585832066677	8.32406132157069e-10	0.119452283779153	0.837789131885884	SUOX	TRUE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000173295.9	ASD	1024	1.70522917325556e-12	0.0133106993851837	1.92895827576177e-11	0.149733912962035	0.836955387631786	FAM86B3P	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000186792.17	ADHD	261	7.07063446804665e-44	0.00268587703808722	4.24752904554415e-42	0.160511387212292	0.83680273574962	HYAL3	FALSE
Brain_Cerebellum	ENSG00000139531.13	ADHD	213	1.29741168380887e-40	0.0429356863203396	3.66150311520613e-40	0.120334638810046	0.836729674869618	SUOX	TRUE
Brain_Substantia_nigra	ENSG00000255020.1	ASD	335	4.76789905133952e-12	0.0489353429874938	1.12665576833604e-11	0.114798074368599	0.836266582627873	TDH-AS1	FALSE
Brain_Cerebellum	ENSG00000185480.12	ADHD	45	0.0424602374731839	0.0501517353885974	0.0333074350585215	0.0385053651194717	0.835575226960226	PARPBP	FALSE
Brain_Hypothalamus	ENSG00000174891.14	ADHD	119	0.00784259491176008	0.0554342414902269	0.0126609300713193	0.0886565370802942	0.835405696446399	RSRC1	FALSE
Brain_Putamen_basal_ganglia	ENSG00000173540.14	ADHD	651	8.32545359662272e-30	0.00116116198931584	1.17914578216273e-27	0.163621799774022	0.83521703823666	GMPPB	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000167553.17	ADHD	114	0.00213013488079417	0.0898243164387642	0.00173352314155854	0.0722657995279919	0.834046226010891	TUBA1C	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000186792.17	ADHD	128	7.56812637921381e-18	0.00348880729453373	3.54469750092914e-16	0.162571980278068	0.833939212427394	HYAL3	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000253981.6	ASD	807	6.24589456449275e-11	0.012161559012939	7.97590551457209e-10	0.15446775487092	0.833370685256093	ALG1L13P	FALSE
Brain_Hypothalamus	ENSG00000139531.13	ADHD	55	2.25154153272361e-07	0.0445707258742922	6.33431743701376e-07	0.124561057233185	0.830867358306626	SUOX	TRUE
Brain_Cerebellum	ENSG00000253981.6	ASD	849	2.65022650575102e-11	0.0119271391658331	3.51302222212729e-10	0.157270041939667	0.830802818516696	ALG1L13P	FALSE
Brain_Cerebellum	ENSG00000173295.9	ASD	1167	1.22342367032338e-18	0.0132630585467297	1.46273353667196e-17	0.157745024638033	0.828991916815239	FAM86B3P	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000177352.10	ADHD	475	8.40175122421738e-06	0.0949255188118599	6.80685553378935e-06	0.0760769240248522	0.828982348556531	CCDC71	FALSE
Brain_Cortex	ENSG00000173295.9	ASD	1294	3.75216496098402e-16	0.0132923821000725	4.49387697538535e-15	0.158371300395362	0.828336317504561	FAM86B3P	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000258017.3	ADHD	148	3.09950103967599e-14	0.0784248512994769	3.73561621102568e-14	0.0936922163066215	0.827882932393832	ENSG00000258017	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000173295.9	ASD	1187	1.78731759477902e-20	0.013367210288964	2.13998238489661e-19	0.159220217670913	0.827412572040126	FAM86B3P	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000250569.1	ADHD	371	3.81920027790437e-14	0.146286597786747	7.26024095290557e-15	0.0269821258358591	0.82673127637735	NTAN1P2	FALSE
Brain_Amygdala	ENSG00000255020.1	ASD	264	1.74728926564601e-07	0.0557192199013909	3.74964528413625e-07	0.118746717199246	0.825533513205908	TDH-AS1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000139531.13	ADHD	68	6.7373763582223e-19	0.0457017574499546	1.91534417392559e-18	0.129098661304311	0.825199581245738	SUOX	TRUE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000154316.16	ASD	272	0.000143976049240974	0.0555483069093042	0.000310267864182462	0.118881283854417	0.825116165322854	TDH	FALSE
Brain_Hippocampus	ENSG00000173540.14	ADHD	814	9.04145065099877e-26	0.00125088019778675	1.27456296263923e-23	0.17551191434699	0.823237205455224	GMPPB	FALSE
Brain_Cerebellum	ENSG00000186792.17	ADHD	348	9.56896591483365e-39	0.00275967818143516	6.12034430167654e-37	0.175688436576781	0.821551885241786	HYAL3	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000177710.6	ASD	36	0.066174475850894	0.0565560160006229	0.0304914407898834	0.0252379698724958	0.821540097486104	SLC35G5	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000196072.12	ADHD	155	3.88092545507979e-24	0.0155544185820328	4.09606222234965e-23	0.16334558416589	0.821099997252076	BLOC1S2	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000173295.9	ASD	1158	1.09580744191837e-17	0.0139795654197677	1.30716514811638e-16	0.165939150342649	0.820081284237585	FAM86B3P	FALSE
Brain_Hippocampus	ENSG00000145354.12	ADHD	99	0.0144924399264116	0.0168794179434133	0.0695503160372136	0.0801867130812914	0.81889111301167	CISD2	FALSE
Brain_Hypothalamus	ENSG00000174891.14	ASD	140	0.00724326549388632	0.0634656280417423	0.0115406093414313	0.100301586482518	0.817448910640422	RSRC1	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000271904.1	F3	212	3.21938198173166e-10	0.0126510479082517	4.42362095550123e-09	0.173018538612577	0.814330408733611	ENSG00000271904	FALSE
Brain_Amygdala	ENSG00000253893.2	ASD	629	2.79027842334101e-09	0.0181357629416957	2.60297171907411e-08	0.168369902039395	0.813494306198915	FAM85B	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000104643.10	ASD	248	3.6341059003679e-05	0.0535966235105517	9.06145637703302e-05	0.132826977999812	0.813449442866863	MTMR9	FALSE
Brain_Hippocampus	ENSG00000177352.10	ADHD	369	0.000409975175554781	0.0947205115313513	0.00039753180589213	0.0910321602278905	0.813439821259311	CCDC71	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000079102.16	ADHD	114	0.00966396246988556	0.0702804518780639	0.0132843808092517	0.0957987038200347	0.810972501022764	RUNX1T1	FALSE
Brain_Cortex	ENSG00000177352.10	ADHD	332	1.19500138846682e-05	0.0964728318471665	1.16799807620919e-05	0.0934828253804901	0.810020712777696	CCDC71	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000226913.2	ADHD	370	0.000454601453322816	0.0969728108141749	0.000440709134023192	0.093200454523405	0.808931424075074	BSN-DT	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000174891.14	ADHD	136	0.00343420576535427	0.0694531567098977	0.00560819918427848	0.112610966437345	0.808893471903125	RSRC1	FALSE
Brain_Cortex	ENSG00000173540.14	ADHD	839	5.27419134826191e-33	0.00134178202818171	7.500363840963e-31	0.190004548622687	0.808653669349135	GMPPB	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000251402.3	ASD	70	0.0343301044737471	0.104574440657264	0.0131983852354267	0.039395680180379	0.808501389453183	FAM90A25P	FALSE
Brain_Putamen_basal_ganglia	ENSG00000079102.16	ADHD	159	0.00244522621113204	0.0762048142454974	0.00357181895901116	0.110507502224302	0.807270638360057	RUNX1T1	FALSE
Brain_Hippocampus	ENSG00000173421.17	ADHD	110	0.0370208405158519	0.0926481802862969	0.0194833106026701	0.0479559491966305	0.802891719398551	IHO1	FALSE
Brain_Caudate_basal_ganglia	ENSG00000001617.12	ADHD	47	0.022617691224718	0.00706628135252925	0.130212615167531	0.039881161418281	0.800222250836941	SEMA3F	FALSE
Brain_Hypothalamus	ENSG00000246560.3	ADHD	131	0.00848562348579488	0.0265834078952585	0.0406843864081414	0.126656761726746	0.797589820484059	UBE2D3-AS1	FALSE
Brain_Substantia_nigra	ENSG00000233609.3	ASD	376	0.000128739357958122	0.0179744829522409	0.00131948529014353	0.183428298682762	0.797148993716895	RPL10P19	FALSE
Brain_Putamen_basal_ganglia	ENSG00000186792.17	ADHD	166	9.57157964901961e-24	0.00256800768724088	7.51392229303485e-22	0.200798201308347	0.796633791004413	HYAL3	FALSE
Brain_Cortex	ENSG00000186792.17	ADHD	304	1.18848090509707e-56	0.00255638951420792	9.37978508545646e-55	0.200960096125648	0.796483514360131	HYAL3	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000243477.6	ADHD	162	4.55803122877953e-20	0.00256706146368684	3.58725991538815e-18	0.201236572318588	0.796196366217723	NAA80	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000186792.17	ADHD	306	3.20410670336038e-32	0.00254741695177661	2.57420928999079e-30	0.2038682759195	0.793584307128726	HYAL3	FALSE
Brain_Hippocampus	ENSG00000164733.22	ASD	216	0.000848875502673505	0.137899140166155	0.000420742797366497	0.0675560526043811	0.793275188929424	CTSB	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000139531.13	ADHD	145	2.1766421509792e-12	0.0546392098657637	6.12990101723371e-12	0.153083704773363	0.792277085352569	SUOX	TRUE
Brain_Cortex	ENSG00000243477.6	ADHD	189	1.73466099354796e-19	0.00257709085176852	1.39063094562644e-17	0.20580680869205	0.791616100456183	NAA80	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000173273.16	ADHD	122	0.00816787267098783	0.183230705464267	0.000785257062706056	0.0168247589083221	0.790991405893717	TNKS	FALSE
Brain_Caudate_basal_ganglia	ENSG00000186792.17	ADHD	138	7.70694106443258e-24	0.00350163830756107	4.56965921432502e-22	0.206832185653422	0.789666176039015	HYAL3	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000168036.18	ADHD	74	0.000522946313353315	0.173917268532316	0.000112313938441276	0.0365635802014445	0.788883891014446	CTNNB1	FALSE
Brain_Amygdala	ENSG00000186792.17	ADHD	77	2.544512159671e-28	0.00353777826749213	1.50856657555263e-26	0.208956984517757	0.787505237214754	HYAL3	FALSE
Brain_Cerebellum	ENSG00000154319.16	ASD	262	0.00171568549676379	0.0535520339740723	0.00492862041250443	0.153051260612552	0.786752399504108	FAM167A	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000174891.14	ADHD	126	0.0259143011675218	0.0571753735270247	0.0416214119396531	0.0910461237322434	0.784242789633557	RSRC1	FALSE
Brain_Cortex	ENSG00000174891.14	ADHD	446	3.6397572259543e-05	0.0632871352171921	8.82279653407299e-05	0.152624487026873	0.783963752218335	RSRC1	FALSE
Brain_Hippocampus	ENSG00000173295.9	ASD	394	9.54369571344869e-05	0.0244173058663314	0.000757368575701166	0.192989107763543	0.781740780837291	FAM86B3P	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000104626.15	ASD	265	0.000276405143144686	0.121931828862286	0.00022702671829435	0.0993711112919422	0.778193627984333	ERI1	FALSE
Brain_Cerebellum	ENSG00000068885.15	ADHD	110	0.00936720492092571	0.0247064370755991	0.05235945327248	0.137324241794219	0.776242662936776	IFT80	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000184608.9	ASD	107	0.0301814875499955	0.104346961499508	0.0212069896221688	0.0725475627738318	0.771716998554495	FAM167A-AS1	FALSE
Brain_Putamen_basal_ganglia	ENSG00000270154.1	ASD	30	0.0958745466805035	0.0903645582049833	0.0240802453230851	0.0219285818959	0.767752067895528	ENSG00000270154	FALSE
Brain_Hippocampus	ENSG00000175806.15	ASD	130	0.0027956514441396	0.0186950574223295	0.0276729749184811	0.184287942676187	0.766548373538862	MSRA	TRUE
Brain_Spinal_cord_cervical_c-1	ENSG00000174891.14	ASD	155	0.0234424852274054	0.0631765865619604	0.0399769537547297	0.106969902535284	0.76643407192062	RSRC1	FALSE
Brain_Cerebellum	ENSG00000185909.15	ADHD	133	0.0446029490326806	0.0978230435600099	0.0288452826603747	0.062497149061302	0.766231575685633	KLHDC8B	FALSE
Brain_Cerebellum	ENSG00000254340.2	ASD	33	0.0782333205264876	0.0847951524791528	0.034739164199768	0.036887572220923	0.765344790573669		FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000174891.14	ASD	171	0.0034159567115358	0.0818575466177774	0.00607192488979695	0.144739355667765	0.763915216113124	RSRC1	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000186792.17	ADHD	338	1.77511567194425e-68	0.00243720315531625	1.74051287337594e-66	0.238210058320433	0.759352738524243	HYAL3	FALSE
Brain_Hypothalamus	ENSG00000271904.1	F3	199	1.35613664228092e-12	0.0164397334380338	1.86388118895346e-11	0.225190173373833	0.758370093168137	ENSG00000271904	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000174891.14	ASD	615	1.19657852915497e-06	0.0569091784887131	3.93040255554964e-06	0.186172716056597	0.756912978473605	RSRC1	FALSE
Brain_Caudate_basal_ganglia	ENSG00000079102.16	ADHD	100	0.0520830683681165	0.06080878795053	0.0605240636530796	0.069907265766308	0.756676814261966	RUNX1T1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000136573.14	ASD	168	0.00280058777816988	0.0362779177119759	0.0148886916734052	0.192109423228202	0.753923379608248		FALSE
Brain_Cerebellar_Hemisphere	ENSG00000251402.3	ASD	704	1.82566566228911e-06	0.0337663193083532	1.15654221723098e-05	0.213153425476022	0.75306686412779	FAM90A25P	FALSE
Brain_Putamen_basal_ganglia	ENSG00000271904.1	F3	127	3.90013015689588e-17	0.0172335185632023	5.22252102814372e-16	0.230014965109988	0.75275151632681	ENSG00000271904	FALSE
Brain_Cortex	ENSG00000271904.1	F3	212	1.06302393685149e-17	0.0168587907450633	1.46048912512867e-16	0.230870740946765	0.752270468308173	ENSG00000271904	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000251288.2	ADHD	409	8.45833689765258e-07	0.0130610418868823	1.53126121366546e-05	0.235700305666261	0.75122249400103		FALSE
Brain_Cortex	ENSG00000249889.1	ASD	840	8.08490311961021e-07	0.0278640531020205	6.45481160137535e-06	0.22171014847899	0.750418535117076	ALG1L11P	FALSE
